Player,Nation,Pos,Squad,Age,Born,Player_id,Squad_id,Flag,League,League_id
Kaitlyn Parcell,us USA,DF,MSV Duisburg,25-090,1997,c2b09bae,0580d9a9,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/35px-Flag_of_the_United_States.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Kaja Eržen,si SVN,DF,Fiorentina,28-109,1994,e00afdd3,c99ff6e5,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Flag_of_Slovenia.svg/35px-Flag_of_Slovenia.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Kamila Dubcová,cz CZE,MF/FW,AC Milan,23-325,1999,032e91bd,54da9a57,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_Czech_Republic.svg/35px-Flag_of_the_Czech_Republic.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Kara Bathmann,de GER,DF,SV Meppen,20-089,2002,44f834c9,4ed1418c,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Karen Araya,cl CHI,MF/DF,Madrid CFF,32-053,1990,c464f93a,89818574,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Flag_of_Chile.svg/35px-Flag_of_Chile.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Karen Holmgaard,dk DEN,MF,Everton,23-314,1999,c75c305a,c4989550,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/31px-Flag_of_Denmark.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Kari Närdemann,de GER,GK,MSV Duisburg,26-151,1996,2672a131,0580d9a9,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Karina Olkhovik,by BLR,MF,Sassuolo,22-174,2000,1fdd6d2f,a8e83f23,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Flag_of_Belarus.svg/35px-Flag_of_Belarus.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Katarzyna Konat,pl POL,DF,ASD Calcio Pomigliano,26-325,1996,63e96d6d,9f18ced7,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Flag_of_Poland.svg/35px-Flag_of_Poland.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Kate Longhurst,eng ENG,MF/DF,West Ham,33-220,1989,05638837,52d65cea,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Kateřina Svitková,cz CZE,FW/MF,Chelsea,26-263,1996,556448dd,a6a4e67d,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_Czech_Republic.svg/35px-Flag_of_the_Czech_Republic.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Katharina Naschenweng,at AUT,DF,Hoffenheim,24-357,1997,ea029c1b,87705c62,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/35px-Flag_of_Austria.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Katharina Piljić,de GER,DF/MF,Essen,19-094,2003,48cde73f,becc1dd0,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Katharina Schiechtl,at AUT,DF/MF,Werder Bremen,29-284,1993,39f22899,7adbf480,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/35px-Flag_of_Austria.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Kathellen,br BRA,DF,Real Madrid,26-226,1996,08b5ed2e,54582b93,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Flag_of_Brazil.svg/33px-Flag_of_Brazil.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Kathrin Hendrich,de GER,DF,Wolfsburg,30-246,1992,e5b01fee,a1393014,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Katie McCabe,ie IRL,DF/FW,Arsenal,27-078,1995,cb3a3ff4,411b1108,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Flag_of_Ireland.svg/35px-Flag_of_Ireland.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Katie Robinson,eng ENG,MF/FW,Brighton,20-122,2002,9809a8d0,fa2752bc,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Katie Stengel,us USA,FW,Liverpool,30-282,1992,78078a19,00f74a56,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/35px-Flag_of_the_United_States.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Katie Zelem,eng ENG,MF,Manchester Utd,26-322,1996,213a7877,0bbd83f6,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Katja Schroffenegger,it ITA,GK,Fiorentina,31-224,1991,5caf7332,c99ff6e5,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/35px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Katja Snoeijs,nl NED,FW/MF,Everton,26-099,1996,0338228e,c4989550,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/35px-Flag_of_the_Netherlands.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Katrine Veje,dk DEN,DF,Everton,31-172,1991,613c3da2,c4989550,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/31px-Flag_of_Denmark.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Kayleigh Green,wls WAL,DF/FW,Brighton,34-261,1988,a40b9d09,fa2752bc,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Flag_of_Wales.svg/35px-Flag_of_Wales.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Keira Flannery,eng ENG,MF/FW,West Ham,17-075,2005,96f6dfcf,52d65cea,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Keira Walsh,eng ENG,MF,Barcelona,25-244,1997,ca934b6b,15f49df1,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Kelly Gadéa,fr FRA,DF,Le Havre,30-357,1991,337c4f04,c57b7254,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Kelly Gago,fr FRA,FW,UC Sampdoria,23-337,1999,eb2eb4a0,58e367c3,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Kelsey Araujo,pt POR,FW/MF,Le Havre,24-249,1998,49ce3c21,c57b7254,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Portugal.svg/35px-Flag_of_Portugal.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Kenti Robles,mx MEX,DF,Real Madrid,31-296,1991,24a00636,54582b93,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Mexico.svg/35px-Flag_of_Mexico.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Kenza Dali,fr FRA,MF,Aston Villa,31-130,1991,1cb43c5f,53157aa8,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Kenzie Weir,sct SCO,MF,Everton,18-328,2004,044fb7f0,c4989550,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Flag_of_Scotland.svg/35px-Flag_of_Scotland.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Kerlly Real,ec ECU,DF,Valencia,24-031,1998,38354446,f96ff499,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Flag_of_Ecuador.svg/35px-Flag_of_Ecuador.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Kerstin Casparij,nl NED,DF,Manchester City,22-111,2000,c53d044d,9ce68f8a,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/35px-Flag_of_the_Netherlands.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Kerys Harrop,eng ENG,DF,Tottenham,32-005,1990,c6966699,e8e4577c,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Kessya Bussy,fr FRA,FW/MF,Stade de Reims,21-172,2001,fa205073,e3696882,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Kethna Louis,ht HAI,FW/MF,Stade de Reims,26-125,1996,4b878100,e3696882,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Flag_of_Haiti.svg/35px-Flag_of_Haiti.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Kheira Hamraoui,fr FRA,MF,Paris S-G,32-329,1990,d8bd49ae,80595417,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Kim Little,sct SCO,MF,Arsenal,32-162,1990,bef86627,411b1108,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Flag_of_Scotland.svg/35px-Flag_of_Scotland.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Kirstie Levell,eng ENG,GK,Leicester City WFC,25-335,1997,85b75d24,23bce84e,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Kirsty Hanson,sct SCO,FW,Aston Villa,24-235,1998,2457a6c7,53157aa8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Flag_of_Scotland.svg/35px-Flag_of_Scotland.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Kirsty Smith,sct SCO,DF,West Ham,28-336,1994,74734dd2,52d65cea,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Flag_of_Scotland.svg/35px-Flag_of_Scotland.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Kirvil Schau Odden,no NOR,GK,UC Sampdoria,30-132,1992,5f3f3be6,58e367c3,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/32px-Flag_of_Norway.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Klara Bühl,de GER,FW,Bayern Munich,22-001,2000,4d0c6dc5,51ec22be,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Klára Cahynová,cz CZE,MF,Sevilla,28-353,1993,047111da,215d9026,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_Czech_Republic.svg/35px-Flag_of_the_Czech_Republic.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Kosovare Asllani,se SWE,FW/MF,AC Milan,33-132,1989,1d994521,54da9a57,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/35px-Flag_of_Sweden.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Kristin Kögel,de GER,FW/MF,Leverkusen,23-078,1999,24460a6a,c6d4860a,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Kristina Maksuti,al ALB,FW,SV Meppen,29-305,1993,3f625299,4ed1418c,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Flag_of_Albania.svg/32px-Flag_of_Albania.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Kuki,?,MF/FW,Alhama,28-020,1994,6c3d5e2c,e9fecaf2,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Kyah Simon,au AUS,FW,Tottenham,31-166,1991,aee12c52,e8e4577c,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Flag_of_Australia_%28converted%29.svg/35px-Flag_of_Australia_%28converted%29.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Kysha Sylla,fr FRA,DF,Lyon,18-307,2004,b86a8726,7f2012ad,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Laëtitia Philippe,fr FRA,GK,Le Havre,31-222,1991,95273281,c57b7254,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Laia Aleixandri,es ESP,DF/MF,Manchester City,22-105,2000,31691fc9,9ce68f8a,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/35px-Flag_of_Spain.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Laia Ballesté,?,DF/FW,Sporting Huelva,23-077,1999,4769f6f1,27acb0af,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Laia Codina,es ESP,DF/MF,Barcelona,22-320,2000,1efbd058,15f49df1,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/35px-Flag_of_Spain.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Laia Parera,?,DF,Levante Planas,21-090,2001,1f5790d3,753b93a5,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Lana Clelland,sct SCO,FW,Sassuolo,29-316,1993,4b5cef47,a8e83f23,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Flag_of_Scotland.svg/35px-Flag_of_Scotland.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Lara Marti,ch SUI,DF,Leverkusen,23-078,1999,e22dd915,c6d4860a,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Switzerland_%28Pantone%29.svg/24px-Flag_of_Switzerland_%28Pantone%29.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Lara Mata,?,DF,Villarreal,29-293,1993,ecf1f2a5,7a7bef84,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Lara Prašnikar,si SVN,FW,E. Frankfurt,24-122,1998,08a0adb8,97b7c0e8,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Flag_of_Slovenia.svg/35px-Flag_of_Slovenia.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Laura Agard,fr FRA,DF,Fiorentina,33-135,1989,1694020f,c99ff6e5,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Laura Blasco,?,DF,Sporting Huelva,19-354,2002,784375f4,27acb0af,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Laura Blindkilde,eng ENG,MF,Aston Villa,19-090,2003,c203fd8a,53157aa8,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Laura Bourgouin,fr FRA,FW/MF,Soyaux,30-082,1992,7fb37f0e,b54d31b3,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Laura Condon,fr FRA,MF,Soyaux,25-265,1997,f741dd9b,b54d31b3,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Laura Coombs,eng ENG,MF,Manchester City,31-313,1991,dfe6be0f,9ce68f8a,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Laura Dick,de GER,GK,Hoffenheim,19-178,2003,2d43333a,87705c62,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Laura Domínguez,?,DF/FW,Madrid CFF,25-118,1997,2f7b026f,89818574,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Laura Donhauser,de GER,DF,Köln,21-095,2001,ad0930a6,88ddc98e,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Laura Feiersinger,at AUT,MF,E. Frankfurt,29-247,1993,1b4b3721,97b7c0e8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/35px-Flag_of_Austria.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Laura Freigang,de GER,FW/MF,E. Frankfurt,24-310,1998,8898987d,97b7c0e8,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Laura Fusetti,it ITA,DF,AC Milan,32-061,1990,f7f836d0,54da9a57,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/35px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Laura Giuliani,it ITA,GK,AC Milan,29-186,1993,370624db,54da9a57,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/35px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Laura Martínez,?,GK,Alhama,22-017,2000,53b81e13,e9fecaf2,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Laura Martínez,?,MF/DF,Levante Planas,23-313,1999,63d6ebea,753b93a5,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Laura Moreno,?,MF/FW,Real Betis,22-027,2000,8d30cd58,74142337,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Laura Muller,dz ALG,FW/MF,Le Havre,23-333,1999,8a1598bd,c57b7254,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_Algeria.svg/35px-Flag_of_Algeria.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Laura Ortega,?,FW/MF,UDG Tenerife,25-028,1997,583ad7f6,4c088abe,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Laura Radke,de GER,FW/DF,Turbine Potsdam,23-149,1999,8c19489e,de550500,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Laura Rueda,fr FRA,FW/MF,Le Havre,23-152,1999,a72e5658,c57b7254,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Laura Sieger,de GER,GK,SV Meppen,22-293,2000,90177ab1,4ed1418c,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Laura Vogt,de GER,FW/MF,Köln,21-209,2001,99c4eb1a,88ddc98e,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Laura Wienroither,at AUT,DF,Arsenal,23-329,1999,f8146853,411b1108,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/35px-Flag_of_Austria.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Laure Sureau,fr FRA,DF/MF,Rodez,22-318,2000,3c857990,700c41b4,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Lauren,br BRA,DF,Madrid CFF,20-086,2002,9dde3aba,89818574,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Flag_of_Brazil.svg/33px-Flag_of_Brazil.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Lauren Hemp,eng ENG,FW,Manchester City,22-123,2000,d979e267,9ce68f8a,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Lauren James,eng ENG,FW/MF,Chelsea,21-070,2001,d6c2ee71,a6a4e67d,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Lauren Wade,nir NIR,FW/MF,Reading,29-016,1993,dcc0af7b,5d020380,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Flag_of_Northern_Ireland_%281953%E2%80%931972%29.svg/35px-Flag_of_Northern_Ireland_%281953%E2%80%931972%29.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
